strategy,size,epochs,mse,accuracy,network
swap-4,5,100,0.1135169044137001,0.4117647058823529,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,101,0.11235987395048141,0.4369747899159664,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,102,0.10654670000076294,0.5042016806722689,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,103,0.10287640988826752,0.44537815126050423,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,104,0.10250730067491531,0.5042016806722689,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,105,0.09948395937681198,0.5378151260504201,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,106,0.09367816895246506,0.5126050420168067,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,107,0.09251528233289719,0.5210084033613446,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,108,0.09169560670852661,0.5546218487394958,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,109,0.0867636650800705,0.5714285714285714,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,110,0.08402307331562042,0.5966386554621849,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,111,0.08315855264663696,0.5882352941176471,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,112,0.08102337270975113,0.5882352941176471,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,113,0.07765889167785645,0.6470588235294118,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,114,0.07472024857997894,0.6386554621848739,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,115,0.07449717819690704,0.6470588235294118,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,116,0.07332911342382431,0.6386554621848739,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,117,0.07012958824634552,0.6638655462184874,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,118,0.06788600981235504,0.680672268907563,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,119,0.06624729931354523,0.680672268907563,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,120,0.06528792530298233,0.6890756302521008,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,121,0.06448330730199814,0.7142857142857143,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,122,0.0629311129450798,0.7142857142857143,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,123,0.060790158808231354,0.7142857142857143,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,124,0.05945872515439987,0.7142857142857143,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,125,0.05802961811423302,0.7142857142857143,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,126,0.05681722238659859,0.7226890756302521,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,127,0.0562761127948761,0.7394957983193278,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,128,0.055555034428834915,0.7394957983193278,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,129,0.05497356504201889,0.7563025210084033,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,130,0.05401616543531418,0.7394957983193278,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,131,0.05256734788417816,0.7647058823529411,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,132,0.05097494274377823,0.773109243697479,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,133,0.04928043484687805,0.773109243697479,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,134,0.04805782437324524,0.7815126050420168,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,135,0.047137197107076645,0.773109243697479,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,136,0.04610579088330269,0.7815126050420168,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,137,0.045827269554138184,0.773109243697479,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,138,0.04641197621822357,0.773109243697479,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,139,0.047997914254665375,0.7563025210084033,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,140,0.04864903911948204,0.7647058823529411,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,141,0.046827368438243866,0.8067226890756303,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,142,0.04242812097072601,0.8067226890756303,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,143,0.03976062685251236,0.8067226890756303,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,144,0.04067179933190346,0.7983193277310925,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,145,0.0418807677924633,0.8151260504201681,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,146,0.04013437405228615,0.8067226890756303,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,147,0.03728819638490677,0.8151260504201681,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,148,0.036269571632146835,0.8067226890756303,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,149,0.03693416714668274,0.8235294117647058,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,150,0.03657994791865349,0.8067226890756303,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,151,0.03422671929001808,0.8235294117647058,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,152,0.033185627311468124,0.8403361344537815,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,153,0.03389625996351242,0.8235294117647058,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,154,0.03391428664326668,0.8403361344537815,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,155,0.03227835148572922,0.8403361344537815,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,156,0.030044319108128548,0.865546218487395,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,157,0.02937660925090313,0.8571428571428571,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,158,0.030363580211997032,0.865546218487395,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,159,0.030359765514731407,0.8739495798319328,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,160,0.029094984754920006,0.8739495798319328,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,161,0.027350591495633125,0.8823529411764706,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,162,0.026712309569120407,0.8739495798319328,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,163,0.026975667104125023,0.8823529411764706,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,164,0.026917414739727974,0.8823529411764706,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,165,0.026555348187685013,0.8907563025210085,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,166,0.025351757183670998,0.8823529411764706,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,167,0.02418486960232258,0.9159663865546218,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,168,0.02372615970671177,0.8991596638655462,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,169,0.02363140694797039,0.907563025210084,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,170,0.023439297452569008,0.8991596638655462,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,171,0.023253461346030235,0.907563025210084,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,172,0.022463873028755188,0.8991596638655462,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,173,0.02162063680589199,0.9159663865546218,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,174,0.020845359191298485,0.907563025210084,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,175,0.020584221929311752,0.907563025210084,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,176,0.020758315920829773,0.907563025210084,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,177,0.021844999864697456,0.8907563025210085,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,178,0.022958550602197647,0.8823529411764706,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,179,0.02396581694483757,0.8907563025210085,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,180,0.02475975640118122,0.8991596638655462,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,181,0.024397144094109535,0.9327731092436975,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,182,0.022937718778848648,0.9243697478991597,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,183,0.020949389785528183,0.9243697478991597,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,184,0.020869284868240356,0.9159663865546218,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,185,0.021690284833312035,0.9159663865546218,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,186,0.0230935700237751,0.9159663865546218,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,187,0.021482015028595924,0.9243697478991597,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,188,0.018382644280791283,0.9243697478991597,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,189,0.016529927030205727,0.9243697478991597,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,190,0.018133139237761497,0.9327731092436975,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,191,0.020194899290800095,0.9243697478991597,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,192,0.018863651901483536,0.9495798319327731,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,193,0.01573139801621437,0.9411764705882353,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,194,0.014362761750817299,0.9495798319327731,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,195,0.015742558985948563,0.957983193277311,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,196,0.017369333654642105,0.9327731092436975,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,197,0.016646966338157654,0.957983193277311,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,198,0.013991075567901134,0.9411764705882353,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,199,0.013785240240395069,0.9495798319327731,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,200,0.01565299555659294,0.9495798319327731,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,1,5.461085319519043,0.0,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,2,8.770849227905273,0.0,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,3,5.043459415435791,0.0,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,4,4.461844444274902,0.0,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,5,4.120095252990723,0.0,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,6,2.0539956092834473,0.0,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,7,1.386340618133545,0.0,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,8,0.8694353699684143,0.0,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,9,0.777151346206665,0.0,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,10,1.0241154432296753,0.0,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,11,0.7270219922065735,0.0,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,12,0.606368362903595,0.0,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,13,0.7210708856582642,0.0,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,14,0.7702561020851135,0.0,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,15,0.7156124114990234,0.0,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,16,0.6660486459732056,0.0,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,17,0.652014970779419,0.0,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,18,0.6162034273147583,0.0,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,19,0.594713568687439,0.0,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,20,0.6217037439346313,0.0,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,21,0.6360952854156494,0.0,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,22,0.6040128469467163,0.0,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,23,0.5745691657066345,0.0,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,24,0.5822046399116516,0.0,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,25,0.5634425282478333,0.0,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,26,0.5302971601486206,0.0,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,27,0.5317484140396118,0.0,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,28,0.5287760496139526,0.0,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,29,0.5130460262298584,0.0,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,30,0.5102887153625488,0.0,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,31,0.5000662207603455,0.0,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,32,0.48129451274871826,0.0,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,33,0.4850013554096222,0.0,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,34,0.474656879901886,0.0,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,35,0.4642525911331177,0.0,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,36,0.46229007840156555,0.0,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,37,0.45065149664878845,0.0,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,38,0.4418143630027771,0.0,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,39,0.4319501221179962,0.0,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,40,0.42047375440597534,0.0,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,41,0.41569024324417114,0.0,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,42,0.40586206316947937,0.0,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,43,0.39535266160964966,0.0,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,44,0.3864215314388275,0.0,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,45,0.3759177625179291,0.0,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,46,0.36975938081741333,0.0,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,47,0.3638477921485901,0.0,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,48,0.36117932200431824,0.0,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,49,0.35412609577178955,0.0,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,50,0.34768912196159363,0.0,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,51,0.33930110931396484,0.0,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,52,0.33185431361198425,0.0,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,53,0.324200302362442,0.0,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,54,0.3200417459011078,0.0,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,55,0.3144873082637787,0.0,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,56,0.30856698751449585,0.0,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,57,0.3009013831615448,0.0,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,58,0.294314444065094,0.0,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,59,0.28761565685272217,0.0,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,60,0.2809121906757355,0.0,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,61,0.274555504322052,0.0,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,62,0.2697743773460388,0.0,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,63,0.2656395137310028,0.0,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,64,0.26100385189056396,0.0,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,65,0.25691086053848267,0.0,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,66,0.2512449324131012,0.0,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,67,0.24421386420726776,0.0,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,68,0.23905932903289795,0.0,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,69,0.2361435890197754,0.0,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,70,0.23360565304756165,0.0,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,71,0.22860364615917206,0.0,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,72,0.22290459275245667,0.0,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,73,0.21834740042686462,0.0,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,74,0.21536795794963837,0.0,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,75,0.21101558208465576,0.0,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,76,0.20617961883544922,0.0,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,77,0.20156647264957428,0.0,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,78,0.19760261476039886,0.0,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,79,0.19359831511974335,0.0,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,80,0.19065286219120026,0.0,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,81,0.18750715255737305,0.0,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,82,0.1824829876422882,0.05042016806722689,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,83,0.17393581569194794,0.058823529411764705,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,84,0.16684159636497498,0.09243697478991597,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,85,0.1622203141450882,0.058823529411764705,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,86,0.1642329841852188,0.10084033613445378,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,87,0.15967845916748047,0.15126050420168066,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,88,0.15303929150104523,0.13445378151260504,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,89,0.1441909223794937,0.15126050420168066,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,90,0.13502119481563568,0.2184873949579832,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,91,0.12200707197189331,0.25210084033613445,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,92,0.10734657943248749,0.2184873949579832,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,93,0.10432353615760803,0.31092436974789917,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,94,0.09994331002235413,0.42016806722689076,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,95,0.08897142857313156,0.40336134453781514,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,96,0.0859927162528038,0.3949579831932773,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,97,0.08733666688203812,0.40336134453781514,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,98,0.08216937631368637,0.453781512605042,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,99,0.07182402163743973,0.5210084033613446,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,100,0.06602764129638672,0.5210084033613446,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,101,0.06238308548927307,0.6050420168067226,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,102,0.052676036953926086,0.6134453781512605,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,103,0.04670894891023636,0.6050420168067226,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,104,0.04475567117333412,0.6470588235294118,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,105,0.04297693073749542,0.6386554621848739,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,106,0.03800560534000397,0.7142857142857143,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,107,0.03463970124721527,0.7647058823529411,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,108,0.03220241144299507,0.7815126050420168,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,109,0.029742656275629997,0.773109243697479,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,110,0.029886208474636078,0.8067226890756303,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,111,0.027573924511671066,0.8823529411764706,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,112,0.026503846049308777,0.8487394957983193,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,113,0.024165496230125427,0.865546218487395,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,114,0.023327019065618515,0.8907563025210085,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,115,0.022459032014012337,0.8739495798319328,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,116,0.02095760963857174,0.8907563025210085,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,117,0.019609767943620682,0.8991596638655462,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,118,0.018224768340587616,0.8991596638655462,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,119,0.01722448132932186,0.907563025210084,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,120,0.01681366190314293,0.8991596638655462,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,121,0.015925215557217598,0.9243697478991597,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,122,0.015242249704897404,0.907563025210084,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,123,0.014868122525513172,0.9243697478991597,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,124,0.015233419835567474,0.9243697478991597,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,125,0.017236243933439255,0.8823529411764706,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,126,0.023719578981399536,0.773109243697479,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,127,0.03546345978975296,0.7899159663865546,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,128,0.030878106132149696,0.8991596638655462,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,129,0.016794240102171898,0.9495798319327731,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,130,0.014525918290019035,0.8991596638655462,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,131,0.021761607378721237,0.907563025210084,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,132,0.01713966205716133,0.9411764705882353,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,133,0.011910013854503632,0.8991596638655462,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,134,0.018959926441311836,0.9243697478991597,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,135,0.013354525901377201,0.9495798319327731,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,136,0.011301201768219471,0.9243697478991597,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,137,0.015876183286309242,0.9411764705882353,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,138,0.009852355346083641,0.9327731092436975,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,139,0.010634769685566425,0.9327731092436975,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,140,0.013070964254438877,0.9495798319327731,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,141,0.007890807464718819,0.957983193277311,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,142,0.010268698446452618,0.9495798319327731,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,143,0.010573264211416245,0.9495798319327731,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,144,0.007383899763226509,0.9747899159663865,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,145,0.009013933129608631,0.9663865546218487,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,146,0.008473189547657967,0.9495798319327731,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,147,0.007250755559653044,0.9831932773109243,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,148,0.00751040643081069,0.9747899159663865,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,149,0.007323196157813072,0.9495798319327731,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,150,0.006739266216754913,0.9915966386554622,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,151,0.006243314128369093,0.9747899159663865,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,152,0.0066446117125451565,0.9663865546218487,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,153,0.006145928520709276,0.9915966386554622,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,154,0.005201040767133236,0.9747899159663865,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,155,0.006093190982937813,0.9831932773109243,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,156,0.005507619120180607,0.9915966386554622,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,157,0.004638431128114462,0.9831932773109243,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,158,0.005241240840405226,0.9831932773109243,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,159,0.004964746069163084,0.9831932773109243,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,160,0.004448601510375738,1.0,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-n,5,161,0.00451994501054287,1.0,Accuracy_MLP-3-300_Perm-5_Batch-ALL
