strategy,size,epochs,mse,accuracy,network
swap-3,5,41,0.4344364404678345,0.01680672268907563,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,42,0.42989590764045715,0.0,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,43,0.40928786993026733,0.025210084033613446,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,44,0.39738377928733826,0.05042016806722689,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,45,0.3911795914173126,0.03361344537815126,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,46,0.39356833696365356,0.03361344537815126,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,47,0.3862047791481018,0.04201680672268908,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,48,0.37038907408714294,0.04201680672268908,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,49,0.36463162302970886,0.07563025210084033,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,50,0.35398024320602417,0.07563025210084033,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,51,0.3478461503982544,0.11764705882352941,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,52,0.33922773599624634,0.08403361344537816,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,53,0.3322196304798126,0.08403361344537816,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,54,0.32916259765625,0.08403361344537816,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,55,0.322380930185318,0.07563025210084033,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,56,0.3147101402282715,0.10084033613445378,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,57,0.3126586377620697,0.09243697478991597,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,58,0.30463671684265137,0.12605042016806722,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,59,0.2967686355113983,0.13445378151260504,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,60,0.29215189814567566,0.13445378151260504,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,61,0.2863672971725464,0.12605042016806722,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,62,0.28065595030784607,0.14285714285714285,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,63,0.2740727663040161,0.13445378151260504,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,64,0.269445538520813,0.14285714285714285,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,65,0.2627069652080536,0.19327731092436976,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,66,0.2566610276699066,0.18487394957983194,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,67,0.2503102421760559,0.20168067226890757,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,68,0.24405930936336517,0.18487394957983194,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,69,0.2374897003173828,0.20168067226890757,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,70,0.2308911830186844,0.2184873949579832,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,71,0.22442761063575745,0.18487394957983194,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,72,0.21712160110473633,0.19327731092436976,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,73,0.21034854650497437,0.17647058823529413,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,74,0.20394267141819,0.24369747899159663,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,75,0.20125950872898102,0.18487394957983194,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,76,0.19777332246303558,0.23529411764705882,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,77,0.18745344877243042,0.25210084033613445,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,78,0.17593461275100708,0.25210084033613445,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,79,0.17658282816410065,0.29411764705882354,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,80,0.16802047193050385,0.31932773109243695,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,81,0.15661931037902832,0.31932773109243695,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,82,0.1565617173910141,0.31932773109243695,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,83,0.1496974527835846,0.3865546218487395,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,84,0.13838665187358856,0.36134453781512604,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,85,0.1394789218902588,0.37815126050420167,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,86,0.13449627161026,0.44537815126050423,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,87,0.1254640519618988,0.42016806722689076,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,88,0.12141521275043488,0.36134453781512604,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,89,0.12249571084976196,0.453781512605042,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,90,0.11665941774845123,0.48739495798319327,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,91,0.11167414486408234,0.5126050420168067,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,92,0.10647420585155487,0.5210084033613446,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,93,0.10424987971782684,0.4957983193277311,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,94,0.10478881001472473,0.5378151260504201,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,95,0.09991096705198288,0.5378151260504201,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,96,0.09391837567090988,0.5714285714285714,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,97,0.09144122153520584,0.5630252100840336,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,98,0.09201455116271973,0.5294117647058824,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,99,0.09132195264101028,0.5798319327731093,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,100,0.08489230275154114,0.6050420168067226,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,101,0.08175411820411682,0.5966386554621849,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,102,0.08261101692914963,0.5882352941176471,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,103,0.0821230411529541,0.5966386554621849,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,104,0.07935426384210587,0.6386554621848739,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,105,0.07495660334825516,0.6470588235294118,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,106,0.07319910824298859,0.6134453781512605,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,107,0.07430145889520645,0.5798319327731093,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,108,0.07433921098709106,0.6050420168067226,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,109,0.07418977469205856,0.5966386554621849,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,110,0.0769890695810318,0.4789915966386555,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,111,0.0882260724902153,0.5210084033613446,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,112,0.0868239626288414,0.6302521008403361,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,113,0.06594014167785645,0.6134453781512605,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,114,0.07184258848428726,0.5042016806722689,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,115,0.07895678281784058,0.7058823529411765,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,116,0.06100799888372421,0.6050420168067226,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,117,0.0706915631890297,0.6134453781512605,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,118,0.0670979768037796,0.6974789915966386,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,119,0.05847213417291641,0.6218487394957983,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,120,0.06752650439739227,0.7142857142857143,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,121,0.057902656495571136,0.6974789915966386,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,122,0.05881917104125023,0.6638655462184874,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,123,0.061914145946502686,0.7647058823529411,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,124,0.05164694786071777,0.7058823529411765,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,125,0.05739334598183632,0.7058823529411765,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,126,0.055654894560575485,0.7478991596638656,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,127,0.05006635561585426,0.6890756302521008,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,128,0.05602969229221344,0.7478991596638656,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,129,0.04880605638027191,0.7394957983193278,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,130,0.049237702041864395,0.6974789915966386,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,131,0.05387936159968376,0.7899159663865546,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,132,0.044190965592861176,0.7647058823529411,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,133,0.04705169051885605,0.7563025210084033,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,134,0.04783176630735397,0.773109243697479,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,135,0.04242061823606491,0.7478991596638656,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,136,0.04594285413622856,0.773109243697479,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,137,0.04248404502868652,0.8067226890756303,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,138,0.03889912739396095,0.773109243697479,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,139,0.042389191687107086,0.7899159663865546,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,140,0.039427194744348526,0.8067226890756303,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,141,0.03675754368305206,0.7899159663865546,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,142,0.0391538143157959,0.8151260504201681,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,143,0.03728649392724037,0.8235294117647058,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,144,0.03488347306847572,0.8067226890756303,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,145,0.03666427731513977,0.8319327731092437,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,146,0.035433270037174225,0.8319327731092437,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,147,0.033561039716005325,0.8067226890756303,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,148,0.03554137796163559,0.773109243697479,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,149,0.03820210322737694,0.8319327731092437,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,150,0.037934768944978714,0.7563025210084033,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,151,0.04322538524866104,0.7142857142857143,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,152,0.044489696621894836,0.7563025210084033,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,153,0.0414857491850853,0.8571428571428571,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,154,0.030918680131435394,0.8739495798319328,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,155,0.02963460050523281,0.8319327731092437,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,156,0.032484643161296844,0.8571428571428571,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,157,0.03273303806781769,0.8487394957983193,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,158,0.03099166601896286,0.8907563025210085,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,159,0.026371445506811142,0.8907563025210085,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,160,0.02765515074133873,0.8403361344537815,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,161,0.030693374574184418,0.865546218487395,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,162,0.02657025307416916,0.8907563025210085,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,163,0.023193474858999252,0.8907563025210085,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,164,0.025243092328310013,0.8739495798319328,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,165,0.025676067918539047,0.8823529411764706,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,166,0.024221690371632576,0.8739495798319328,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,167,0.0225447379052639,0.907563025210084,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,168,0.022347845137119293,0.9159663865546218,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,169,0.0217188261449337,0.8823529411764706,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,170,0.021374553442001343,0.907563025210084,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,171,0.022096073254942894,0.8991596638655462,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,172,0.021635571494698524,0.9159663865546218,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,173,0.019643554463982582,0.9159663865546218,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,174,0.018211396411061287,0.8991596638655462,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,175,0.018557807430624962,0.907563025210084,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,176,0.01900499314069748,0.8907563025210085,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,177,0.018545852974057198,0.9327731092436975,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,178,0.017396479845046997,0.9243697478991597,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,179,0.01701674982905388,0.9159663865546218,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,180,0.017126334831118584,0.9327731092436975,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,181,0.016482198610901833,0.9243697478991597,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,182,0.015470001846551895,0.9243697478991597,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,183,0.01473056711256504,0.9411764705882353,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,184,0.014560065232217312,0.9327731092436975,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,185,0.01476889569312334,0.9327731092436975,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,186,0.014571159146726131,0.9327731092436975,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,187,0.014222358353435993,0.9327731092436975,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,188,0.013915703631937504,0.9411764705882353,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,189,0.014460356906056404,0.9243697478991597,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,190,0.016118908300995827,0.907563025210084,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,191,0.02026899717748165,0.8487394957983193,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,192,0.025051521137356758,0.773109243697479,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,193,0.031067250296473503,0.8571428571428571,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,194,0.0280283372849226,0.8907563025210085,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,195,0.02188146859407425,0.9327731092436975,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,196,0.015242494642734528,0.9159663865546218,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,197,0.017699431627988815,0.8991596638655462,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,198,0.020877540111541748,0.9327731092436975,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,199,0.01525984238833189,0.9327731092436975,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-3,5,200,0.013052741065621376,0.9327731092436975,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,1,5.393722057342529,0.0,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,2,13.360360145568848,0.0,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,3,5.541025638580322,0.0,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,4,5.179072856903076,0.0,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,5,4.046020984649658,0.0,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,6,3.195296049118042,0.0,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,7,2.6023828983306885,0.0,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,8,2.173598051071167,0.0,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,9,2.669038772583008,0.0,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,10,2.1962571144104004,0.0,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,11,1.8513667583465576,0.0,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,12,2.1591458320617676,0.0,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,13,2.092118263244629,0.0,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,14,1.839175820350647,0.0,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,15,1.8552865982055664,0.0,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,16,1.9470793008804321,0.0,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,17,1.941516399383545,0.0,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,18,1.8515416383743286,0.0,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,19,1.7663041353225708,0.0,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,20,1.7621660232543945,0.0,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,21,1.7730764150619507,0.0,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,22,1.7190097570419312,0.0,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,23,1.673100233078003,0.0,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,24,1.669666051864624,0.0,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,25,1.6694204807281494,0.0,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,26,1.6429451704025269,0.0,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,27,1.6178661584854126,0.0,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,28,1.6298365592956543,0.0,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,29,1.6280478239059448,0.0,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,30,1.5995523929595947,0.0,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,31,1.587632656097412,0.0,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,32,1.5919201374053955,0.0,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,33,1.536298394203186,0.0,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,34,1.239611268043518,0.008403361344537815,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,35,0.8350902795791626,0.0,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,36,1.0289369821548462,0.0,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,37,0.59702068567276,0.0,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,38,0.6693742275238037,0.0,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,39,0.7214942574501038,0.0,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,40,0.5869694352149963,0.0,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,41,0.5285530686378479,0.0,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,42,0.5667310357093811,0.0,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,43,0.5200539827346802,0.0,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,44,0.520997166633606,0.0,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,45,0.5679381489753723,0.0,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,46,0.5413616299629211,0.0,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,47,0.4717625677585602,0.0,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,48,0.443042516708374,0.0,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,49,0.4540869891643524,0.0,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,50,0.4517897069454193,0.0,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,51,0.42707470059394836,0.008403361344537815,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,52,0.407972514629364,0.0,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,53,0.4002209007740021,0.0,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,54,0.38966310024261475,0.025210084033613446,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,55,0.3851871192455292,0.03361344537815126,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,56,0.37921640276908875,0.05042016806722689,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,57,0.36227792501449585,0.058823529411764705,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,58,0.35255351662635803,0.058823529411764705,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,59,0.3485786020755768,0.058823529411764705,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,60,0.33899986743927,0.058823529411764705,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,61,0.32316938042640686,0.058823529411764705,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,62,0.3111483156681061,0.03361344537815126,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,63,0.3086995780467987,0.03361344537815126,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,64,0.30447983741760254,0.04201680672268908,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,65,0.29407981038093567,0.058823529411764705,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,66,0.28742870688438416,0.08403361344537816,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,67,0.2862447202205658,0.07563025210084033,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,68,0.28461408615112305,0.07563025210084033,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,69,0.27916646003723145,0.08403361344537816,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,70,0.27152764797210693,0.07563025210084033,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,71,0.26417040824890137,0.058823529411764705,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,72,0.26014184951782227,0.058823529411764705,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,73,0.2562275230884552,0.06722689075630252,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,74,0.2506547272205353,0.09243697478991597,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,75,0.24501176178455353,0.07563025210084033,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,76,0.24072478711605072,0.08403361344537816,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,77,0.2362627387046814,0.1092436974789916,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,78,0.2305050641298294,0.10084033613445378,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,79,0.22368250787258148,0.1092436974789916,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,80,0.21826039254665375,0.14285714285714285,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,81,0.21047650277614594,0.15126050420168066,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,82,0.20353737473487854,0.15966386554621848,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,83,0.19791990518569946,0.15966386554621848,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,84,0.19032734632492065,0.17647058823529413,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,85,0.18367622792720795,0.17647058823529413,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,86,0.1783370077610016,0.15966386554621848,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,87,0.1728336662054062,0.18487394957983194,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,88,0.16714374721050262,0.226890756302521,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,89,0.16111354529857635,0.24369747899159663,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,90,0.1555442065000534,0.2773109243697479,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,91,0.15058013796806335,0.2857142857142857,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,92,0.14515425264835358,0.3277310924369748,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,93,0.14049528539180756,0.35294117647058826,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,94,0.13514915108680725,0.3697478991596639,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,95,0.13085795938968658,0.37815126050420167,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,96,0.1279653161764145,0.3445378151260504,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,97,0.1283792406320572,0.35294117647058826,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,98,0.1244375929236412,0.3697478991596639,Accuracy_MLP-3-300_Perm-5_Batch-ALL
swap-4,5,99,0.1164703220129013,0.3949579831932773,Accuracy_MLP-3-300_Perm-5_Batch-ALL
