state,next_state,distance
1,0,1
2,0,1
3,2,2
4,2,2
5,0,1
6,0,1
7,6,2
8,6,2
9,23,2
10,8,3
11,6,2
12,6,2
13,12,3
14,0,1
15,14,2
16,14,2
17,23,2
18,14,2
19,5,2
20,1,2
21,23,2
22,6,2
23,0,1
24,0,1
25,24,2
26,24,2
27,26,3
28,26,3
29,24,2
30,24,2
31,30,3
32,86,2
33,119,2
34,32,3
35,30,3
36,30,3
37,36,4
38,24,2
39,38,3
40,38,3
41,47,3
42,38,3
43,29,3
44,25,3
45,47,3
46,30,3
47,24,2
48,24,2
49,48,3
50,48,3
51,70,3
52,50,4
53,48,3
54,0,1
55,54,2
56,54,2
57,56,3
58,56,3
59,54,2
60,54,2
61,60,3
62,86,2
63,62,3
64,23,2
65,119,2
66,55,3
67,70,3
68,60,3
69,59,3
70,54,2
71,48,3
72,54,2
73,72,3
74,14,2
75,74,3
76,90,3
77,72,3
78,2,2
79,90,3
80,86,2
81,80,3
82,80,3
83,78,3
84,24,2
85,84,3
86,0,1
87,86,2
88,86,2
89,84,3
90,86,2
91,23,2
92,5,2
93,430,3
94,474,3
95,119,2
96,86,2
97,29,3
98,96,3
99,118,3
100,114,3
101,23,2
102,84,3
103,5,2
104,105,3
105,119,2
106,103,3
107,47,3
108,25,3
109,11,3
110,1,2
111,113,3
112,570,3
113,119,2
114,54,2
115,118,3
116,48,3
117,119,2
118,24,2
119,0,1
120,0,1
121,120,2
122,120,2
123,122,3
124,122,3
125,120,2
126,120,2
127,126,3
128,126,3
129,143,3
130,128,4
131,126,3
132,126,3
133,132,4
134,120,2
135,134,3
136,134,3
137,143,3
138,134,3
139,125,3
140,121,3
141,143,3
142,126,3
143,120,2
144,120,2
145,144,3
146,144,3
147,146,4
148,146,4
149,144,3
150,414,2
151,150,3
152,566,2
153,719,2
154,152,3
155,150,3
156,150,3
157,156,4
158,144,3
159,153,3
160,158,4
161,167,4
162,158,4
163,152,3
164,145,4
165,167,4
166,150,3
167,144,3
168,144,3
169,168,4
170,168,4
171,190,4
172,170,5
173,168,4
174,120,2
175,174,3
176,174,3
177,153,3
178,176,4
179,174,3
180,174,3
181,180,4
182,206,3
183,182,4
184,143,3
185,239,3
186,175,4
187,190,4
188,180,4
189,179,4
190,174,3
191,168,4
192,174,3
193,192,4
194,134,3
195,194,4
196,210,4
197,192,4
198,122,3
199,210,4
200,206,3
201,200,4
202,200,4
203,198,4
204,144,3
205,204,4
206,120,2
207,206,3
208,206,3
209,204,4
210,206,3
211,143,3
212,125,3
213,705,3
214,70,3
215,239,3
216,206,3
217,149,4
218,216,4
219,238,4
220,234,4
221,143,3
222,204,4
223,125,3
224,225,4
225,239,3
226,223,4
227,167,4
228,145,4
229,131,4
230,121,3
231,233,4
232,88,3
233,239,3
234,174,3
235,150,3
236,168,4
237,239,3
238,144,3
239,120,2
240,120,2
241,240,3
242,240,3
243,242,4
244,242,4
245,240,3
246,240,3
247,246,4
248,324,3
249,358,3
250,248,4
251,246,4
252,246,4
253,252,5
254,240,3
255,254,4
256,254,4
257,263,4
258,254,4
259,245,4
260,241,4
261,263,4
262,246,4
263,240,3
264,0,1
265,264,2
266,264,2
267,266,3
268,266,3
269,264,2
270,264,2
271,270,3
272,270,3
273,287,3
274,272,4
275,270,3
276,270,3
277,276,4
278,264,2
279,278,3
280,278,3
281,287,3
282,278,3
283,269,3
284,265,3
285,287,3
286,270,3
287,264,2
288,264,2
289,288,3
290,288,3
291,290,4
292,290,4
293,288,3
294,414,2
295,294,3
296,294,3
297,311,4
298,296,4
299,294,3
300,86,2
301,300,3
302,566,2
303,302,3
304,119,2
305,719,2
306,302,3
307,293,4
308,300,3
309,311,4
310,294,3
311,288,3
312,266,3
313,332,4
314,324,3
315,314,4
316,314,4
317,312,4
318,288,3
319,318,4
320,278,3
321,320,4
322,332,4
323,318,4
324,264,2
325,324,3
326,240,3
327,326,4
328,304,3
329,324,3
330,269,3
331,117,3
332,324,3
333,287,3
334,358,3
335,713,3
336,326,4
337,269,3
338,339,4
339,358,3
340,337,4
341,263,4
342,324,3
343,300,3
344,342,4
345,359,4
346,356,4
347,287,3
348,265,3
349,352,4
350,241,4
351,275,4
352,358,3
353,665,3
354,294,3
355,358,3
356,288,3
357,359,4
358,264,2
359,240,3
360,264,2
361,360,3
362,360,3
363,476,4
364,362,4
365,360,3
366,54,2
367,366,3
368,366,3
369,383,4
370,368,4
371,366,3
372,432,3
373,372,4
374,360,3
375,374,4
376,474,3
377,430,3
378,374,4
379,365,4
380,361,4
381,383,4
382,366,3
383,360,3
384,6,2
385,384,3
386,432,3
387,474,3
388,386,4
389,384,3
390,414,2
391,390,3
392,390,3
393,479,4
394,392,4
395,390,3
396,390,3
397,396,4
398,384,3
399,441,4
400,476,4
401,431,4
402,391,4
403,406,4
404,396,4
405,395,4
406,390,3
407,384,3
408,120,2
409,408,3
410,408,3
411,430,3
412,410,4
413,408,3
414,0,1
415,414,2
416,414,2
417,416,3
418,416,3
419,414,2
420,414,2
421,420,3
422,408,3
423,422,4
424,430,3
425,420,3
426,415,3
427,430,3
428,420,3
429,419,3
430,414,2
431,408,3
432,414,2
433,432,3
434,86,2
435,434,3
436,434,3
437,432,3
438,14,2
439,438,3
440,206,3
441,455,3
442,452,3
443,438,3
444,564,3
445,451,3
446,566,2
447,446,3
448,446,3
449,455,3
450,143,3
451,119,2
452,23,2
453,239,3
454,718,3
455,719,2
456,415,3
457,476,4
458,110,3
459,413,4
460,474,3
461,113,3
462,20,3
463,474,3
464,434,3
465,419,3
466,476,4
467,233,4
468,438,3
469,475,4
470,432,3
471,395,4
472,430,3
473,431,4
474,414,2
475,390,3
476,408,3
477,366,3
478,384,3
479,360,3
480,414,2
481,480,3
482,134,3
483,482,4
484,582,4
485,480,3
486,480,3
487,486,4
488,564,3
489,488,4
490,488,4
491,486,4
492,552,3
493,492,4
494,86,2
495,494,3
496,494,3
497,492,4
498,576,3
499,91,3
500,92,3
501,568,3
502,570,3
503,480,3
504,408,3
505,504,4
506,14,2
507,506,3
508,576,3
509,570,3
510,512,3
511,510,4
512,566,2
513,512,3
514,512,3
515,575,4
516,506,3
517,523,4
518,206,3
519,518,4
520,518,4
521,597,4
522,582,4
523,512,3
524,212,4
525,506,3
526,572,4
527,504,4
528,122,3
529,582,4
530,38,3
531,530,4
532,546,4
533,528,4
534,2,2
535,576,3
536,542,3
537,536,4
538,536,4
539,534,3
540,564,3
541,581,3
542,566,2
543,542,3
544,542,3
545,599,3
546,542,3
547,557,4
548,590,3
549,333,4
550,534,3
551,528,4
552,264,2
553,552,3
554,564,3
555,554,4
556,570,3
557,552,3
558,240,3
559,570,3
560,566,2
561,560,3
562,560,3
563,558,4
564,120,2
565,564,3
566,0,1
567,566,2
568,566,2
569,564,3
570,566,2
571,560,3
572,564,3
573,567,3
574,568,3
575,552,3
576,566,2
577,143,3
578,576,3
579,581,3
580,118,3
581,119,2
582,564,3
583,23,2
584,29,3
585,287,3
586,583,3
587,239,3
588,125,3
589,47,3
590,5,2
591,590,3
592,358,3
593,599,3
594,714,3
595,581,3
596,11,3
597,599,3
598,718,3
599,719,2
600,566,2
601,269,3
602,600,3
603,716,4
604,702,4
605,143,3
606,600,3
607,103,3
608,609,4
609,718,3
610,708,4
611,263,4
612,271,4
613,616,4
614,600,3
615,609,4
616,714,3
617,623,3
618,696,3
619,605,4
620,601,4
621,623,3
622,118,3
623,119,2
624,564,3
625,19,3
626,20,3
627,714,3
628,696,3
629,23,2
630,624,4
631,633,3
632,633,3
633,719,2
634,710,4
635,287,3
636,641,4
637,627,4
638,624,4
639,633,3
640,629,3
641,717,3
642,702,4
643,629,3
644,645,4
645,705,3
646,238,4
647,239,3
648,558,4
649,125,3
650,660,4
651,609,4
652,649,4
653,47,3
654,552,3
655,5,2
656,654,4
657,633,3
658,655,3
