state,next_state,distance
1,0,1
2,0,1
3,2,2
4,1,2
5,3,3
6,0,1
7,6,2
8,6,2
9,8,3
10,7,3
11,9,4
12,2,2
13,12,3
14,8,3
15,14,4
16,13,4
17,15,5
18,4,3
19,5,4
20,10,4
21,11,5
22,16,5
23,17,6
24,0,1
25,24,2
26,24,2
27,26,3
28,25,3
29,27,4
30,24,2
31,30,3
32,30,3
33,32,4
34,31,4
35,33,5
36,26,3
37,36,4
38,32,4
39,38,5
40,37,5
41,39,6
42,28,4
43,29,5
44,34,5
45,35,6
46,40,6
47,41,7
48,6,2
49,48,3
50,48,3
51,50,4
52,49,4
53,51,5
54,30,3
55,54,4
56,54,4
57,56,5
58,55,5
59,57,6
60,50,4
61,60,5
62,56,5
63,62,6
64,61,6
65,63,7
66,52,5
67,53,6
68,58,6
69,59,7
70,64,7
71,65,8
72,12,3
73,72,4
74,14,4
75,74,5
76,73,5
77,75,6
78,36,4
79,78,5
80,38,5
81,80,6
82,79,6
83,81,7
84,60,5
85,84,6
86,62,6
87,86,7
88,85,7
89,87,8
90,76,6
91,77,7
92,82,7
93,83,8
94,88,8
95,89,9
96,18,4
97,19,5
98,20,5
99,21,6
100,22,6
101,23,7
102,42,5
103,43,6
104,44,6
105,45,7
106,46,7
107,47,8
108,66,6
109,67,7
110,68,7
111,69,8
112,70,8
113,71,9
114,90,7
115,91,8
116,92,8
117,93,9
118,94,9
119,95,10
